código,fecha,dia,mes,año,servicio,Servicio resumido,ciudad,estado,municipio,Región,Columna1,medio,tipo de evento,Evento resumido,periodista,vocero,población vulnerable,Número de personas afectadas,Unidad de medida,gremio u organización,tipo de institución,Tipo de registro,url,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
,2020/04/10,10.0,4.0,2020.0,GAS,Gas doméstico,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,SERVICIO MALA CALIDAD,Servicio de mala calidad,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/recolectar-agua-potable-en-vista-al-sol-es-un-verdadero-calvario/,,,,,,,,,,,,,,,
,2020/04/10,10.0,4.0,2020.0,AGUA,Agua,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,ALTO COSTO SERVICIO,Alto costo ,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/recolectar-agua-potable-en-vista-al-sol-es-un-verdadero-calvario/,,,,,,,,,,,,,,,
,2020/04/10,10.0,4.0,2020.0,ELECTRICIDAD,Electricidad,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/vecinos-denuncian-fallas-electricas-en-unare/,,,,,,,,,,,,,,,
,2020/04/11,11.0,4.0,2020.0,AGUA,Agua,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,FALTA DE SERVICIO,Falta de servicio,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/falla-electrica-deja-sin-agua-a-vista-al-sol-11-de-abril-y-chirica/,,,,,,,,,,,,,,,
,2020/04/11,11.0,4.0,2020.0,ELECTRICIDAD,Electricidad,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,FALTA DE SERVICIO,Falta de servicio,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/falla-electrica-deja-sin-agua-a-vista-al-sol-11-de-abril-y-chirica/,,,,,,,,,,,,,,,
,2020/04/14,14.0,4.0,2020.0,GAS,Gas doméstico,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,FALTA DE SERVICIO,Falta de servicio,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/estar-sin-gas-domestico-es-una-tragedia/,,,,,,,,,,,,,,,
,2020/04/14,14.0,4.0,2020.0,ELECTRICIDAD,Electricidad,PUER,ZULIA,FRANCISCO JAVIER PULGAR,Zulia,PORTAL WEB,PRIMICIA,SERVICIO MALA CALIDAD,Servicio de mala calidad,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/estar-sin-gas-domestico-es-una-tragedia/,,,,,,,,,,,,,,,
,2020/04/16,16.0,4.0,2020.0,AGUA,Agua,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,FALTA DE SERVICIO,Falta de servicio,,,,132,PERSONAS,,,Evento,https://primicia.com.ve/guayana/ciudad/uninef-sigue-a-la-espera-de-bomba-de-agua/,,,,,,,,,,,,,,,
,2020/04/17,17.0,4.0,2020.0,GAS,Gas doméstico,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,FALTA DE SERVICIO,Falta de servicio,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/proponen-reanudar-ventas-en-puerta-de-tigasco/,,,,,,,,,,,,,,,
,2020/04/20,20.0,4.0,2020.0,GAS,Gas doméstico,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/lucha-por-gas-domestico-en-barrio-guayana/,,,,,,,,,,,,,,,
,2020/04/22,22.0,4.0,2020.0,GAS,Gas doméstico,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/falta-de-gas-domestico-obliga-a-cocinar-con-lena/,,,,,,,,,,,,,,,
,2020/04/22,22.0,4.0,2020.0,GAS,Gas doméstico,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA ALTO COSTO SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/falta-de-gas-domestico-obliga-a-cocinar-con-lena/,,,,,,,,,,,,,,,
,2020/04/22,22.0,4.0,2020.0,GAS,Gas doméstico,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,COBRO EN DIVISAS,Cobro en divisas,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/falta-de-gas-domestico-obliga-a-cocinar-con-lena/,,,,,,,,,,,,,,,
,2020/04/22,22.0,4.0,2020.0,ELECTRICIDAD,Electricidad,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA SERVICIO MALA CALIDAD,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/falta-de-gas-domestico-obliga-a-cocinar-con-lena/,,,,,,,,,,,,,,,
,2020/04/24,24.0,4.0,2020.0,AGUA,Agua,UPATA,BOLÍVAR,PIAR,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,MONSEÑOR ULISES GUTIÉRREZ,,,,,,Evento,https://primicia.com.ve/guayana/regiones/azorbispo-de-ciudad-bolivar-preocupado-por-lo-sucedido-en-upata/,,,,,,,,,,,,,,,
,2020/04/24,24.0,4.0,2020.0,GAS,Gas doméstico,UPATA,BOLÍVAR,PIAR,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,MONSEÑOR ULISES GUTIÉRREZ,,,,,,Evento,https://primicia.com.ve/guayana/regiones/azorbispo-de-ciudad-bolivar-preocupado-por-lo-sucedido-en-upata/,,,,,,,,,,,,,,,
,2020/04/24,24.0,4.0,2020.0,ELECTRICIDAD,Electricidad,UPATA,BOLÍVAR,PIAR,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,MONSEÑOR ULISES GUTIÉRREZ,,,,,,Evento,https://primicia.com.ve/guayana/regiones/azorbispo-de-ciudad-bolivar-preocupado-por-lo-sucedido-en-upata/,,,,,,,,,,,,,,,
,2020/04/26,26.0,4.0,2020.0,INTERNET HOGAR,Telecomunicaciones,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,280,FAMILIAS,,,Evento,https://primicia.com.ve/guayana/ciudad/vecinos-de-camino-real-sin-internet/,,,,,,,,,,,,,,,
,2020/04/26,26.0,4.0,2020.0,AGUA,Agua,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/vecinos-de-ruta-ii-de-vista-al-sol-sin-agua-potable/,,,,,,,,,,,,,,,
,2020/04/26,26.0,4.0,2020.0,AGUA,Agua,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,ALTO COSTO SERVICIO,Alto costo ,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/vecinos-de-ruta-ii-de-vista-al-sol-sin-agua-potable/,,,,,,,,,,,,,,,
,2020/04/28,28.0,4.0,2020.0,ELECTRICIDAD,Electricidad,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/mas-de-13-horas-sin-luz-en-los-sabanales/,,,,,,,,,,,,,,,
,2020/04/28,28.0,4.0,2020.0,AGUA,Agua,UPATA,BOLÍVAR,PIAR,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/regiones/el-manteco-sin-agua-desde-hace-20-dias/,,,,,,,,,,,,,,,
,2020/04/28,28.0,4.0,2020.0,AGUA,Agua,UPATA,BOLÍVAR,PIAR,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA ALTO COSTO SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/regiones/el-manteco-sin-agua-desde-hace-20-dias/,,,,,,,,,,,,,,,
,2020/05/02,2.0,5.0,2020.0,ELECTRICIDAD,Electricidad,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/lluvias-ocasionan-apagones-en-varias-zonas-de-ciudad-guayana/,,,,,,,,,,,,,,,
,2020/05/02,2.0,5.0,2020.0,AGUA,Agua,CIUDAD BOLÍVAR,BOLÍVAR,HERES,Guayana,PORTAL WEB,PRIMICIA,FALTA DE SERVICIO,Falta de servicio,,,,,,,,Evento,https://primicia.com.ve/guayana/regiones/durante-reparaciones-de-hidrobolivar-suministro-resulta-afectado-en-varios-sectores/,,,,,,,,,,,,,,,
,2020/05/03,3.0,5.0,2020.0,GAS,Gas doméstico,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/en-san-felix-cocinan-con-lena-porque-no-tienen-gas/,,,,,,,,,,,,,,,
,2020/05/03,3.0,5.0,2020.0,GAS,Gas doméstico,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA ALTO COSTO SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/en-san-felix-cocinan-con-lena-porque-no-tienen-gas/,,,,,,,,,,,,,,,
,2020/05/03,3.0,5.0,2020.0,ELECTRICIDAD,Electricidad,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA SERVICIO MALA CALIDAD,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/en-san-felix-cocinan-con-lena-porque-no-tienen-gas/,,,,,,,,,,,,,,,
,2020/05/03,3.0,5.0,2020.0,AGUA,Agua,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/en-san-felix-cocinan-con-lena-porque-no-tienen-gas/,,,,,,,,,,,,,,,
,2020/05/04,4.0,5.0,2020.0,ELECTRICIDAD,Electricidad,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,FALTA DE SERVICIO,Falta de servicio,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/parroquia-universidad-sin-energia-electrica/,,,,,,,,,,,,,,,
,2020/05/05,5.0,5.0,2020.0,INTERNET HOGAR,Telecomunicaciones,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,600,PERSONAS,,,Evento,https://primicia.com.ve/guayana/ciudad/600-usuarios-sin-aba-en-alta-vista/,,,,,,,,,,,,,,,
,2020/05/05,5.0,5.0,2020.0,ASEO URBANO ,Aseo urbano,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/vecinos-de-rio-yocoima-no-toleran-la-quema-de-basura/,,,,,,,,,,,,,,,
,2020/05/05,5.0,5.0,2020.0,ASEO URBANO ,Aseo urbano,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA SERVICIO MALA CALIDAD,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/vecinos-de-rio-yocoima-no-toleran-la-quema-de-basura/,,,,,,,,,,,,,,,
,2020/05/08,8.0,5.0,2020.0,ELECTRICIDAD,Electricidad,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/persisten-fallas-electricas-en-alta-vista/,,,,,,,,,,,,,,,
,2020/05/08,8.0,5.0,2020.0,AGUA,Agua,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/persisten-fallas-electricas-en-alta-vista/,,,,,,,,,,,,,,,
,2020/05/10,10.0,5.0,2020.0,INTERNET HOGAR,Telecomunicaciones,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/internet-sigue-intermitente-en-puerto-ordaz/,,,,,,,,,,,,,,,
,2020/05/10,10.0,5.0,2020.0,INTERNET HOGAR,Telecomunicaciones,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,NOTITARDE,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/internet-sigue-intermitente-en-puerto-ordaz/,,,,,,,,,,,,,,,
,2020/05/12,12.0,5.0,2020.0,ELECTRICIDAD,Electricidad,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/mas-de-6-horas-sin-luz-en-villa-bahia/,,,,,,,,,,,,,,,
,2020/05/12,12.0,5.0,2020.0,DATOS MÓVILES,Telecomunicaciones,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/mas-de-6-horas-sin-luz-en-villa-bahia/,,,,,,,,,,,,,,,
,2020/05/12,12.0,5.0,2020.0,TELEFONÍA MÓVIL,Telecomunicaciones,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/mas-de-6-horas-sin-luz-en-villa-bahia/,,,,,,,,,,,,,,,
,2020/05/12,12.0,5.0,2020.0,GAS,Gas doméstico,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/cilindros-de-18-y-43-kilos-de-gas-domestico-no-entran-en-las-jornadas-comunitarias/,,,,,,,,,,,,,,,
,2020/05/12,12.0,5.0,2020.0,ELECTRICIDAD,Electricidad,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/varios-sectores-de-caroni-quedaron-sin-luz-durante-la-lluvia-de-este-martes/,,,,,,,,,,,,,,,
,2020/05/14,14.0,5.0,2020.0,AGUA,Agua,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,FALTA DE SERVICIO,Falta de servicio,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/falla-electrica-deja-sin-agua-a-parroquias-de-san-felix-2/,,,,,,,,,,,,,,,
,2020/05/14,14.0,5.0,2020.0,AGUA,Agua,UPATA,BOLÍVAR,PIAR,Guayana,PORTAL WEB,PRIMICIA,FALTA DE SERVICIO,Falta de servicio,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/falla-electrica-deja-sin-agua-a-parroquias-de-san-felix-2/,,,,,,,,,,,,,,,
,2020/05/14,14.0,5.0,2020.0,ASEO URBANO ,Aseo urbano,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/barrio-guayana/,,,,,,,,,,,,,,,
,2020/05/15,15.0,5.0,2020.0,ASEO URBANO ,Aseo urbano,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/la-basura-se-ha-convertido-en-el-principal-dolor-de-cabeza-de-guayaneses/,,,,,,,,,,,,,,,
,2020/05/15,15.0,5.0,2020.0,ASEO URBANO ,Aseo urbano,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA SERVICIO MALA CALIDAD,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/la-basura-se-ha-convertido-en-el-principal-dolor-de-cabeza-de-guayaneses/,,,,,,,,,,,,,,,
,2020/05/21,21.0,5.0,2020.0,GAS,Gas doméstico,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/carruchas-con-lena-abundan-en-las-calles-ante-falta-de-gas/,,,,,,,,,,,,,,,
,2020/05/21,21.0,5.0,2020.0,GAS,Gas doméstico,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA ALTO COSTO SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/carruchas-con-lena-abundan-en-las-calles-ante-falta-de-gas/,,,,,,,,,,,,,,,
,2020/05/28,28.0,5.0,2020.0,ELECTRICIDAD,Electricidad,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/mas-de-10-horas-sin-luz-en-bloques-de-unare/,,,,,,,,,,,,,,,
,2020/05/28,28.0,5.0,2020.0,ELECTRICIDAD,Electricidad,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/fallas-electricas/,,,,,,,,,,,,,,,
,2020/05/28,28.0,5.0,2020.0,INTERNET HOGAR,Telecomunicaciones,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/fallas-electricas/,,,,,,,,,,,,,,,
,2020/05/30,30.0,5.0,2020.0,ELECTRICIDAD,Electricidad,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA SERVICIO MALA CALIDAD,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/reportan-constantes-fallas-electricas-en-los-sabanales/,,,,,,,,,,,,,,,
,2020/05/30,30.0,5.0,2020.0,INTERNET HOGAR,Telecomunicaciones,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/vecinos-de-san-jose-de-cacahual-sin-internet/,,,,,,,,,,,,,,,
,2020/05/30,30.0,5.0,2020.0,DATOS MÓVILES,Telecomunicaciones,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA SERVICIO MALA CALIDAD,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/vecinos-de-san-jose-de-cacahual-sin-internet/,,,,,,,,,,,,,,,
,2020/05/30,30.0,5.0,2020.0,TELEFONÍA MÓVIL,Telecomunicaciones,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA SERVICIO MALA CALIDAD,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/vecinos-de-san-jose-de-cacahual-sin-internet/,,,,,,,,,,,,,,,
,2020/06/04,4.0,6.0,2020.0,GAS,Gas doméstico,UPATA,BOLÍVAR,PIAR,Guayana,PORTAL WEB,PRIMICIA,PROTESTA FALTA DEL SERVICIO,Protesta,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/5-comunidades-de-la-parroquia-yocoima-protestan-por-gas-domestico/,,,,,,,,,,,,,,,
,2020/06/04,4.0,6.0,2020.0,GAS,Gas doméstico,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/vecinos-de-villa-brasil-exigen-gas-domestico/,,,,,,,,,,,,,,,
,2020/06/05,5.0,6.0,2020.0,ELECTRICIDAD,Electricidad,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/sin-luz/,,,,,,,,,,,,,,,
,2020/06/11,11.0,6.0,2020.0,GAS,Gas doméstico,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/en-barrio-guayana-continuan-cocinando-con-lena/,,,,,,,,,,,,,,,
,2020/06/13,13.0,6.0,2020.0,ELECTRICIDAD,Electricidad,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/lluvias-dejaron-sin-servicio-electrico-a-varios-sectores-de-ciudad-guayana/,,,,,,,,,,,,,,,
,2020/06/13,13.0,6.0,2020.0,ELECTRICIDAD,Electricidad,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA SERVICIO MALA CALIDAD,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/lluvias-dejaron-sin-servicio-electrico-a-varios-sectores-de-ciudad-guayana/,,,,,,,,,,,,,,,
,2020/06/13,13.0,6.0,2020.0,GAS,Gas doméstico,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/sin-soluciones-a-la-falta-de-gas-domestico-en-ciudad-guayana/,,,,,,,,,,,,,,,
,2020/06/13,13.0,6.0,2020.0,GAS,Gas doméstico,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA ALTO COSTO SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/sin-soluciones-a-la-falta-de-gas-domestico-en-ciudad-guayana/,,,,,,,,,,,,,,,
,2020/06/15,15.0,6.0,2020.0,GAS,Gas doméstico,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,PROTESTA FALTA DEL SERVICIO,Protesta,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/protestaron-en-la-avenida-guayana-por-gas-domestico/,,,,,,,,,,,,,,,
,2020/06/18,18.0,6.0,2020.0,AGUA,Agua,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/sin-agua-en-los-olivos-y-varios-sectores-de-san-felix/,,,,,,,,,,,,,,,
,2020/06/18,18.0,6.0,2020.0,ELECTRICIDAD,Electricidad,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/sin-agua-en-los-olivos-y-varios-sectores-de-san-felix/,,,,,,,,,,,,,,,
,2020/06/19,19.0,6.0,2020.0,AGUA,Agua,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,FALTA DE SERVICIO,Falta de servicio,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/40-de-la-parroquia-unare-sin-servicio-de-agua-potable/3/,,,,,,,,,,,,,,,
,2020/06/19,19.0,6.0,2020.0,ELECTRICIDAD,Electricidad,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,FALTA DE SERVICIO,Falta de servicio,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/40-de-la-parroquia-unare-sin-servicio-de-agua-potable/3/,,,,,,,,,,,,,,,
,2020/06/20,20.0,6.0,2020.0,ELECTRICIDAD,Electricidad,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,FALTA DE SERVICIO,Falta de servicio,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/falla-de-alta-tension-deja-sin-agua-a-3-parroquias-de-puerto-ordaz/,,,,,,,,,,,,,,,
,2020/06/20,20.0,6.0,2020.0,AGUA,Agua,PUERTO ORDAZ,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,FALTA DE SERVICIO,Falta de servicio,,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/falla-de-alta-tension-deja-sin-agua-a-3-parroquias-de-puerto-ordaz/,,,,,,,,,,,,,,,
,2020/06/21,21.0,6.0,2020.0,AGUA,Agua,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,NA ,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/habitantes-de-san-jose-de-cacahual-viven-entre-carencias/,,,,,,,,,,,,,,,
,2020/06/21,21.0,6.0,2020.0,GAS,Gas doméstico,CIUDAD GUAYANA,BOLÍVAR,CARONÍ,Guayana,PORTAL WEB,PRIMICIA,DENUNCIA FALTA DEL SERVICIO,Denuncia,NA ,,,,,,,Evento,https://primicia.com.ve/guayana/ciudad/habitantes-de-san-jose-de-cacahual-viven-entre-carencias/,,,,,,,,,,,,,,,
